agency	month	montly_spend
Virginia Polytechnic Institute and State Universit	2015-01-01	9531248.4437
Virginia Polytechnic Institute and State Universit	2015-02-01	43544361.7096
Virginia Polytechnic Institute and State Universit	2015-03-01	17101692.3385
Virginia Polytechnic Institute and State Universit	2015-04-01	5228019.2177
University of Virginia	2001-09-01	23.5900
University of Virginia	2001-10-01	175.5100
University of Virginia	2001-11-01	16875.0000
University of Virginia	2001-12-01	79514.5900
University of Virginia	2002-01-01	34020.3300
University of Virginia	2002-02-01	539.1800
University of Virginia	2002-03-01	786.2700
University of Virginia	2004-03-01	130.9800
University of Virginia	2004-05-01	884.0000
University of Virginia	2004-07-01	602.6000
University of Virginia	2004-09-01	64.5600
University of Virginia	2004-10-01	223.2000
University of Virginia	2005-08-01	3.5000
University of Virginia	2005-09-01	1450903.1600
University of Virginia	2005-10-01	5354549.8390
University of Virginia	2005-11-01	3759664.7147
University of Virginia	2005-12-01	14806585.5900
University of Virginia	2006-01-01	5352251.8899
University of Virginia	2006-02-01	3937325.8500
University of Virginia	2006-03-01	4047129.9550
University of Virginia	2006-04-01	7653534.2739
University of Virginia	2006-05-01	7468853.4450
University of Virginia	2006-06-01	5956238.5600
University of Virginia	2006-07-01	7162161.7999
University of Virginia	2006-08-01	14486559.1470
University of Virginia	2006-09-01	6778918.7000
University of Virginia	2006-10-01	7539900.2202
University of Virginia	2006-11-01	8987526.6599
University of Virginia	2006-12-01	342883.5800
University of Virginia	2007-01-01	17587155.2794
University of Virginia	2007-02-01	8503741.5416
University of Virginia	2007-03-01	10604669.3132
University of Virginia	2007-04-01	10823599.1761
University of Virginia	2007-05-01	10680782.7729
University of Virginia	2007-06-01	14883850.4286
University of Virginia	2007-07-01	7290639.6831
University of Virginia	2007-08-01	11813578.9365
University of Virginia	2007-09-01	7418520.4690
University of Virginia	2007-10-01	15798960.6660
University of Virginia	2007-11-01	8117913.3255
University of Virginia	2007-12-01	19668422.5729
University of Virginia	2008-01-01	16434639.9751
University of Virginia	2008-02-01	16448844.8300
University of Virginia	2008-03-01	30033673.2535
University of Virginia	2008-04-01	15910764.5824
University of Virginia	2008-05-01	18496086.4097
University of Virginia	2008-06-01	96431532.5418
University of Virginia	2008-07-01	30472250.5061
University of Virginia	2008-08-01	15576305.9818
University of Virginia	2008-09-01	16293990.2867
University of Virginia	2008-10-01	20193148.0369
University of Virginia	2008-11-01	12487671.3713
University of Virginia	2008-12-01	36220073.7168
University of Virginia	2009-01-01	17287880.8865
University of Virginia	2009-02-01	19564139.8252
University of Virginia	2009-03-01	21698022.5467
University of Virginia	2009-04-01	12404170.7378
University of Virginia	2009-05-01	14906876.5531
University of Virginia	2009-06-01	18722633.0054
University of Virginia	2009-07-01	14841347.3183
University of Virginia	2009-08-01	13558414.1996
University of Virginia	2009-09-01	14656714.6265
University of Virginia	2009-10-01	13014364.2502
University of Virginia	2009-11-01	66284423.2894
University of Virginia	2009-12-01	28995833.1800
University of Virginia	2010-01-01	27140186.5204
University of Virginia	2010-02-01	23509089.7917
University of Virginia	2010-03-01	24659100.4632
University of Virginia	2010-04-01	19876016.3598
University of Virginia	2010-05-01	31053499.6745
University of Virginia	2010-06-01	37337668.0890
University of Virginia	2010-07-01	16350730.6546
University of Virginia	2010-08-01	33996930.6261
University of Virginia	2010-09-01	17226458.8076
University of Virginia	2010-10-01	22006172.4743
University of Virginia	2010-11-01	18229199.9694
University of Virginia	2010-12-01	28845646.6154
University of Virginia	2011-01-01	19159452.2953
University of Virginia	2011-02-01	62413427.0445
University of Virginia	2011-03-01	35255361.8359
University of Virginia	2011-04-01	25712799.7281
University of Virginia	2011-05-01	35235764.5949
University of Virginia	2011-06-01	61714266.6899
University of Virginia	2011-07-01	25308557.1798
University of Virginia	2011-08-01	27941806.0495
University of Virginia	2011-09-01	62685784.7721
University of Virginia	2011-10-01	93929003.7637
University of Virginia	2011-11-01	25268128.6700
University of Virginia	2011-12-01	54327385.5382
University of Virginia	2012-01-01	38995031.5937
University of Virginia	2012-02-01	37315830.6572
University of Virginia	2012-03-01	29895297.6145
University of Virginia	2012-04-01	44958501.0018
University of Virginia	2012-05-01	61279679.3914
University of Virginia	2012-06-01	40165506.0305
University of Virginia	2012-07-01	48781249.1023
University of Virginia	2012-08-01	42266161.7182
University of Virginia	2012-09-01	33976521.2770
University of Virginia	2012-10-01	29822602.7707
University of Virginia	2012-11-01	22214249.4640
University of Virginia	2012-12-01	60289039.9239
University of Virginia	2013-01-01	41209423.4787
University of Virginia	2013-02-01	49271826.0177
University of Virginia	2013-03-01	45670822.7235
University of Virginia	2013-04-01	53182397.8807
University of Virginia	2013-05-01	31354246.2455
University of Virginia	2013-06-01	24560731.2219
University of Virginia	2013-07-01	24270890.6902
University of Virginia	2013-08-01	63705284.9086
University of Virginia	2013-09-01	35478919.1589
University of Virginia	2013-10-01	43844169.7310
University of Virginia	2013-11-01	18780244.1736
University of Virginia	2013-12-01	21369226.9877
University of Virginia	2014-01-01	31652201.7406
University of Virginia	2014-02-01	53494889.3990
University of Virginia	2014-03-01	69559963.1879
University of Virginia	2014-04-01	57645797.3061
University of Virginia	2014-05-01	21023425.1608
University of Virginia	2014-06-01	166020611.0580
University of Virginia	2014-07-01	27748528.0898
University of Virginia	2014-08-01	43939855.7761
University of Virginia	2014-09-01	77981988.7825
University of Virginia	2014-10-01	25730777.1682
University of Virginia	2014-11-01	29361629.0354
University of Virginia	2014-12-01	33489222.4165
University of Virginia	2015-01-01	55087463.0652
University of Virginia	2015-02-01	62187932.6895
University of Virginia	2015-03-01	151529142.4885
University of Virginia	2015-04-01	9865187.3031
Virginia Department of Transportation	2001-10-01	11055.7700
Virginia Department of Transportation	2001-11-01	457567.6590
Virginia Department of Transportation	2001-12-01	408383.0290
Virginia Department of Transportation	2002-01-01	569039.2990
Virginia Department of Transportation	2002-02-01	583690.2860
Virginia Department of Transportation	2002-03-01	527588.9780
Virginia Department of Transportation	2002-04-01	833338.0260
Virginia Department of Transportation	2002-05-01	2318594.6340
Virginia Department of Transportation	2002-06-01	1660061.2370
Virginia Department of Transportation	2002-07-01	575587.6760
Virginia Department of Transportation	2002-08-01	4559603.6143
Virginia Department of Transportation	2002-09-01	5697719.6960
Virginia Department of Transportation	2002-10-01	10258209.2886
Virginia Department of Transportation	2002-11-01	496515.4220
Virginia Department of Transportation	2003-01-01	42012.3850
Virginia Department of Transportation	2003-07-01	712.0700
Virginia Department of Transportation	2004-03-01	993.3600
Virginia Department of Transportation	2004-04-01	328.0000
Virginia Department of Transportation	2004-05-01	13.8000
Virginia Department of Transportation	2004-07-01	9375.1400
Virginia Department of Transportation	2004-08-01	78.3000
Virginia Department of Transportation	2004-10-01	5513.1500
Virginia Department of Transportation	2004-11-01	4694.5170
Virginia Department of Transportation	2004-12-01	4495.6360
Virginia Department of Transportation	2005-01-01	40.7400
Virginia Department of Transportation	2005-03-01	6.1800
Virginia Department of Transportation	2005-07-01	99503084.8843
Virginia Department of Transportation	2005-08-01	87481948.4759
Virginia Department of Transportation	2005-09-01	93566582.8865
Virginia Department of Transportation	2005-10-01	70886978.5705
Virginia Department of Transportation	2005-11-01	87733265.9732
Virginia Department of Transportation	2005-12-01	35360751.0724
Virginia Department of Transportation	2006-01-01	26506449.3735
Virginia Department of Transportation	2006-02-01	70966669.6045
Virginia Department of Transportation	2006-03-01	99144583.8219
Virginia Department of Transportation	2006-04-01	75742357.8478
Virginia Department of Transportation	2006-05-01	314740346.2272
Virginia Department of Transportation	2006-06-01	145110237.7058
Virginia Department of Transportation	2006-07-01	90353953.0550
Virginia Department of Transportation	2006-08-01	111818300.8289
Virginia Department of Transportation	2006-09-01	72330114.4843
Virginia Department of Transportation	2006-10-01	54034026.8657
Virginia Department of Transportation	2006-11-01	54162781.4130
Virginia Department of Transportation	2006-12-01	37791914.9931
Virginia Department of Transportation	2007-01-01	41148582.4901
Virginia Department of Transportation	2007-02-01	249416326.7022
Virginia Department of Transportation	2007-03-01	49708922.7388
Virginia Department of Transportation	2007-04-01	104638522.3688
Virginia Department of Transportation	2007-05-01	79743767.5872
Virginia Department of Transportation	2007-06-01	173206886.3510
Virginia Department of Transportation	2007-07-01	106852752.6218
Virginia Department of Transportation	2007-08-01	98606578.1043
Virginia Department of Transportation	2007-09-01	80823686.9916
Virginia Department of Transportation	2007-10-01	60989962.8273
Virginia Department of Transportation	2007-11-01	45993972.0393
Virginia Department of Transportation	2007-12-01	42721528.0286
Virginia Department of Transportation	2008-01-01	83365948.0756
Virginia Department of Transportation	2008-02-01	102425428.8379
Virginia Department of Transportation	2008-03-01	422571506.4351
Virginia Department of Transportation	2008-04-01	136960860.0109
Virginia Department of Transportation	2008-05-01	120807597.7735
Virginia Department of Transportation	2008-06-01	157533169.9553
Virginia Department of Transportation	2008-07-01	311907967.0667
Virginia Department of Transportation	2008-08-01	101938123.5056
Virginia Department of Transportation	2008-09-01	170999626.2914
Virginia Department of Transportation	2008-10-01	83080821.0220
Virginia Department of Transportation	2008-11-01	60342685.3166
Virginia Department of Transportation	2008-12-01	60471264.2894
Virginia Department of Transportation	2009-01-01	40586319.6180
Virginia Department of Transportation	2009-02-01	62610405.7562
Virginia Department of Transportation	2009-03-01	106976530.1338
Virginia Department of Transportation	2009-04-01	73249187.7948
Virginia Department of Transportation	2009-05-01	87121042.4781
Virginia Department of Transportation	2009-06-01	115279133.6269
Virginia Department of Transportation	2009-07-01	124981669.7142
Virginia Department of Transportation	2009-08-01	149945686.0557
Virginia Department of Transportation	2009-09-01	141929487.4533
Virginia Department of Transportation	2009-10-01	53775061.0672
Virginia Department of Transportation	2009-11-01	89070658.6588
Virginia Department of Transportation	2009-12-01	47081239.5893
Virginia Department of Transportation	2010-01-01	165808932.2771
Virginia Department of Transportation	2010-02-01	32552998.9472
Virginia Department of Transportation	2010-03-01	74614396.6174
Virginia Department of Transportation	2010-04-01	89080403.8284
Virginia Department of Transportation	2010-05-01	103879675.4441
Virginia Department of Transportation	2010-06-01	160888958.2203
Virginia Department of Transportation	2010-07-01	137559830.3639
Virginia Department of Transportation	2010-08-01	151732254.3256
Virginia Department of Transportation	2010-09-01	219314419.0614
Virginia Department of Transportation	2010-10-01	159642376.0971
Virginia Department of Transportation	2010-11-01	181076366.7922
Virginia Department of Transportation	2010-12-01	90711605.3069
Virginia Department of Transportation	2011-01-01	130955518.8716
Virginia Department of Transportation	2011-02-01	84508818.4188
Virginia Department of Transportation	2011-03-01	117697653.6688
Virginia Department of Transportation	2011-04-01	147872541.0955
Virginia Department of Transportation	2011-05-01	297815577.5723
Virginia Department of Transportation	2011-06-01	285968274.0711
Virginia Department of Transportation	2011-07-01	339647194.7590
Virginia Department of Transportation	2011-08-01	189578843.0340
Virginia Department of Transportation	2011-09-01	165329590.7107
Virginia Department of Transportation	2011-10-01	189882367.7254
Virginia Department of Transportation	2011-11-01	418372128.5452
Virginia Department of Transportation	2011-12-01	2668847.9158
Virginia Department of Transportation	2012-01-01	270556907.2222
Virginia Department of Transportation	2012-02-01	211433724.0606
Virginia Department of Transportation	2012-03-01	65704939.2391
Virginia Department of Transportation	2012-04-01	186323483.6258
Virginia Department of Transportation	2012-05-01	127571356.2698
Virginia Department of Transportation	2012-06-01	206412795.3559
Virginia Department of Transportation	2012-07-01	144784103.5030
Virginia Department of Transportation	2012-08-01	91799869.6425
Virginia Department of Transportation	2012-09-01	173126965.4843
Virginia Department of Transportation	2012-10-01	106245623.0503
Virginia Department of Transportation	2012-11-01	92724782.0267
Virginia Department of Transportation	2012-12-01	1096348029.6873
Virginia Department of Transportation	2013-01-01	117245633.8989
Virginia Department of Transportation	2013-02-01	64937708.4690
Virginia Department of Transportation	2013-03-01	98453612.4190
Virginia Department of Transportation	2013-04-01	93879587.9208
Virginia Department of Transportation	2013-05-01	149501691.1146
Virginia Department of Transportation	2013-06-01	154785878.8426
Virginia Department of Transportation	2013-07-01	111199933.9203
Virginia Department of Transportation	2013-08-01	113346902.0084
Virginia Department of Transportation	2013-09-01	297450908.0655
Virginia Department of Transportation	2013-10-01	659609161.1888
Virginia Department of Transportation	2013-11-01	279760271.5554
Virginia Department of Transportation	2013-12-01	206756906.6886
Virginia Department of Transportation	2014-01-01	476809193.1809
Virginia Department of Transportation	2014-02-01	321185453.0935
Virginia Department of Transportation	2014-03-01	353694264.7838
Virginia Department of Transportation	2014-04-01	443174712.8214
Virginia Department of Transportation	2014-05-01	518194983.4323
Virginia Department of Transportation	2014-06-01	1369748218.4515
Virginia Department of Transportation	2014-07-01	224497876.6730
Virginia Department of Transportation	2014-08-01	323545143.8270
Virginia Department of Transportation	2014-09-01	407908314.8931
Virginia Department of Transportation	2014-10-01	499430089.7433
Virginia Department of Transportation	2014-11-01	329549245.6092
Virginia Department of Transportation	2014-12-01	306321856.1845
Virginia Department of Transportation	2015-01-01	266802849.2634
Virginia Department of Transportation	2015-02-01	653276086.5931
Virginia Department of Transportation	2015-03-01	774637365.2502
Virginia Department of Transportation	2015-04-01	350678259.1053
