agency	date	cost
Virginia Commonwealth University	2012-03-06	1978284.349
Virginia Commonwealth University	2014-06-11	1466072.809
Virginia Commonwealth University	2006-09-14	194334.74
Virginia Commonwealth University	2009-08-23	16774.4377
Virginia Commonwealth University	2009-10-08	291479.743
Virginia Commonwealth University	2009-08-16	281.86
Virginia Commonwealth University	2005-09-07	193792.2086
Virginia Commonwealth University	2014-05-27	1443686.556
Virginia Commonwealth University	2011-08-05	1329177.77
Virginia Commonwealth University	2006-07-22	3727.44
Virginia Commonwealth University	2006-04-08	117370.995
Virginia Commonwealth University	2010-05-01	1771.24
Virginia Commonwealth University	2012-06-18	332612.76
Virginia Commonwealth University	2014-07-30	3567912.88
Virginia Commonwealth University	2008-10-09	215339.14
Virginia Commonwealth University	2012-11-09	438537.96
Virginia Commonwealth University	2009-06-11	4478964.34
Virginia Commonwealth University	2013-07-30	998689.49
Virginia Commonwealth University	2011-08-30	372808.98
Virginia Commonwealth University	2010-05-12	416558.8568
Virginia Commonwealth University	2013-04-15	666686.69
Virginia Commonwealth University	2011-09-30	177372.51
Virginia Commonwealth University	2010-05-05	302486.8384
Virginia Commonwealth University	2011-02-05	213.12
Virginia Commonwealth University	2013-09-01	30479.478
Virginia Commonwealth University	2006-06-10	160905.54
Virginia Commonwealth University	2013-01-02	148924.09
Virginia Commonwealth University	2008-10-16	129648.91
Virginia Commonwealth University	2014-11-23	71734.722
Virginia Commonwealth University	2005-09-28	196745.5
Virginia Commonwealth University	2008-02-08	289690.36
Virginia Commonwealth University	2010-08-13	2585825.718
Virginia Commonwealth University	2012-02-09	595317.3366
Virginia Commonwealth University	2008-11-05	1042595.59
Virginia Commonwealth University	2007-11-28	215134.99
Virginia Commonwealth University	2015-02-08	59831.32
Virginia Commonwealth University	2013-04-30	421122.44
Virginia Commonwealth University	2014-03-27	428291.433
Virginia Commonwealth University	2010-08-23	226694.23
Virginia Commonwealth University	2007-12-06	227916.71
Virginia Commonwealth University	2008-01-11	1121003.904
Virginia Commonwealth University	2006-05-24	289727.84
Virginia Commonwealth University	2009-09-09	482233.89
Virginia Commonwealth University	2007-08-22	237674.9
Virginia Commonwealth University	2007-01-04	503253.319
Virginia Commonwealth University	2010-09-21	251310.8533
Virginia Commonwealth University	2008-11-20	445520.69
Virginia Commonwealth University	2009-05-31	7580.0496
Virginia Commonwealth University	2014-03-29	1331.95
Virginia Commonwealth University	2009-05-06	226366.1524
Virginia Commonwealth University	2009-02-23	1032544.339
Virginia Commonwealth University	2012-07-25	552601.821
Virginia Commonwealth University	2015-03-10	2161817.192
Virginia Commonwealth University	2007-03-22	857149.68
Virginia Commonwealth University	2014-06-12	414332.423
Virginia Commonwealth University	2010-02-17	338289.7934
Virginia Commonwealth University	2012-08-31	242467.7078
Virginia Commonwealth University	2007-05-18	490273.838
Virginia Commonwealth University	2011-07-01	333350.68
Virginia Commonwealth University	2006-07-07	191363.92
Virginia Commonwealth University	2012-12-05	4001717.894
Virginia Commonwealth University	2006-05-12	290675.582
Virginia Commonwealth University	2007-07-17	2682587.148
Virginia Commonwealth University	2008-01-12	84617.9
Virginia Commonwealth University	2014-06-07	5418.56
Virginia Commonwealth University	2009-10-10	320
Virginia Commonwealth University	2014-02-08	1362.39
Virginia Commonwealth University	2004-08-20	585.4
Virginia Commonwealth University	2009-06-04	998726.444
Virginia Commonwealth University	2006-08-30	278217.25
Virginia Commonwealth University	2012-04-01	9481.664
Virginia Commonwealth University	2007-08-03	401544.12
Virginia Commonwealth University	2014-11-17	2043025.79
Virginia Commonwealth University	2012-10-20	8486.21
Virginia Commonwealth University	2007-01-27	1586.91
Virginia Commonwealth University	2011-01-19	264446.56
Virginia Commonwealth University	2012-09-30	1105677.015
Virginia Commonwealth University	2008-09-27	2760.87
Virginia Commonwealth University	2006-02-11	236592.758
Virginia Commonwealth University	2008-10-14	225203.95
Virginia Commonwealth University	2006-11-01	263576.99
Virginia Commonwealth University	2013-09-15	881.8676
Virginia Commonwealth University	2008-10-31	278593.85
Virginia Commonwealth University	2011-03-04	129959.42
Virginia Commonwealth University	2009-01-07	9068490.819
Virginia Commonwealth University	2009-10-12	236076.34
Virginia Commonwealth University	2005-08-25	320022.51
Virginia Commonwealth University	2013-01-20	113957.204
Virginia Commonwealth University	2014-05-23	184149.3104
Virginia Commonwealth University	2008-11-23	101977.903
Virginia Commonwealth University	2007-09-06	261467.94
Virginia Commonwealth University	2011-07-22	697382.08
Virginia Commonwealth University	2008-03-04	2622804.852
Virginia Commonwealth University	2015-01-10	4895.54
Virginia Commonwealth University	2010-07-08	116900.583
Virginia Commonwealth University	2011-10-03	927113.6644
Virginia Commonwealth University	2009-12-18	1093308.07
Virginia Commonwealth University	2009-06-16	1642330.54
Virginia Commonwealth University	2013-11-23	736
Virginia Commonwealth University	2009-05-25	10633.76
Virginia Commonwealth University	2010-11-16	196635.9796
Virginia Commonwealth University	2010-01-16	29750
Virginia Commonwealth University	2013-10-21	4795305.472
Virginia Commonwealth University	2006-08-09	230728.31
Virginia Commonwealth University	2010-12-28	121.44
Virginia Commonwealth University	2013-05-29	532783.661
Virginia Commonwealth University	2013-08-22	598866.9
Virginia Commonwealth University	2012-04-25	385938.602
Virginia Commonwealth University	2011-09-17	7127.7
Virginia Commonwealth University	2014-03-31	699479.228
Virginia Commonwealth University	2006-04-06	1393606.07
Virginia Commonwealth University	2013-03-15	610556.54
Virginia Commonwealth University	2010-08-03	2793737.39
Virginia Commonwealth University	2014-05-19	599708.817
Virginia Commonwealth University	2014-11-18	393249.112
Virginia Commonwealth University	2012-04-29	68906.506
Virginia Commonwealth University	2008-04-08	393183.43
Virginia Commonwealth University	2014-08-30	4180.67
Virginia Commonwealth University	2007-08-09	186688.73
Virginia Commonwealth University	2011-03-29	643767.2516
Virginia Commonwealth University	2010-04-25	50650.42
Virginia Commonwealth University	2007-10-12	108063.96
Virginia Commonwealth University	2010-08-19	352354.582
Virginia Commonwealth University	2010-12-23	158282.03
Virginia Commonwealth University	2005-09-23	133221.646
Virginia Commonwealth University	2011-12-14	2575147.2505
Virginia Commonwealth University	2008-09-02	483070.43
Virginia Commonwealth University	2012-10-07	7211.496
Virginia Commonwealth University	2014-01-06	10556551.513
Virginia Commonwealth University	2012-04-09	1250846.4095
Virginia Commonwealth University	2014-07-02	1088121.194
Virginia Commonwealth University	2006-10-25	169284.495
Virginia Commonwealth University	2015-03-26	1560426.314
Virginia Commonwealth University	2014-09-02	189076.99
Virginia Commonwealth University	2006-11-13	802418.94
Virginia Commonwealth University	2013-05-05	37106.216
Virginia Commonwealth University	2012-08-29	278384.7343
Virginia Commonwealth University	2006-01-09	119337.91
Virginia Commonwealth University	2009-01-17	1902.94
Virginia Commonwealth University	2012-05-10	369248.113
Virginia Commonwealth University	2006-03-23	143180.08
Virginia Commonwealth University	2008-11-30	457.06
Virginia Commonwealth University	2011-10-18	346418.012
Virginia Commonwealth University	2010-02-03	233182.859
Virginia Commonwealth University	2009-08-10	309578.27
Virginia Commonwealth University	2006-03-09	169530.78
Virginia Commonwealth University	2007-01-24	428474.594
Virginia Commonwealth University	2009-12-30	1323
Virginia Commonwealth University	2006-12-01	303227.776
Virginia Commonwealth University	2010-09-18	118263.74
Virginia Commonwealth University	2008-02-19	180832.44
Virginia Commonwealth University	2011-07-31	39010.4876
Virginia Commonwealth University	2011-05-11	251834.99
Virginia Commonwealth University	2014-04-29	1119919.737
Virginia Commonwealth University	2004-09-15	327
Virginia Commonwealth University	2011-03-16	843962.6211
Virginia Commonwealth University	2011-03-01	385407.072
Virginia Commonwealth University	2011-08-24	176540.946
Virginia Commonwealth University	2008-12-06	7409.18
Virginia Commonwealth University	2006-06-17	114456.63
Virginia Commonwealth University	2010-09-22	399218.8401
Virginia Commonwealth University	2009-06-29	289130.19
Virginia Commonwealth University	2007-06-25	161444.165
Virginia Commonwealth University	2008-10-30	420722.2
Virginia Commonwealth University	2008-07-19	333.54
Virginia Commonwealth University	2015-01-28	905884.29
Virginia Commonwealth University	2014-10-16	390462.1242
Virginia Commonwealth University	2011-02-09	203059.881
Virginia Commonwealth University	2013-08-09	213382.8
Virginia Commonwealth University	2012-02-10	917887.96
Virginia Commonwealth University	2011-06-23	275638.2
Virginia Commonwealth University	2014-11-11	19981881.57
Virginia Commonwealth University	2012-01-23	495949.42
Virginia Commonwealth University	2008-04-09	192779.808
Virginia Commonwealth University	2014-07-01	4574034.89
Virginia Commonwealth University	2008-02-28	1382471.84
Virginia Commonwealth University	2012-10-29	162306.79
Virginia Commonwealth University	2011-10-10	956861.254
Virginia Commonwealth University	2014-11-15	83.06
Virginia Commonwealth University	2005-08-29	34084
Virginia Commonwealth University	2009-12-14	1553061.5
Virginia Commonwealth University	2005-09-26	3736.25
Virginia Commonwealth University	2011-11-21	233041.2788
Virginia Commonwealth University	2010-12-12	13109.883
Virginia Commonwealth University	2009-12-28	5637
Virginia Commonwealth University	2012-05-21	2951760.39
Virginia Commonwealth University	2008-06-14	3696.32
Virginia Commonwealth University	2013-07-24	364312.44
Virginia Commonwealth University	2014-07-13	897
Virginia Commonwealth University	2007-10-16	264298.28
Virginia Commonwealth University	2008-01-04	206806.739
Virginia Commonwealth University	2010-12-24	133.9
Virginia Commonwealth University	2014-06-20	1052778.85
Virginia Commonwealth University	2006-07-03	1600
Virginia Commonwealth University	2015-03-20	784225.03
Virginia Commonwealth University	2015-01-05	213229.3
Virginia Commonwealth University	2013-01-17	4239910.973
Virginia Commonwealth University	2012-11-06	1503848.68
Virginia Commonwealth University	2008-10-15	233373.92
City of Richmond Schools	2012-02-06	17199.3
Virginia Commonwealth University	2008-01-06	9305.88
Virginia Commonwealth University	2011-03-17	551244.219
Virginia Commonwealth University	2011-05-27	571602.27
Virginia Commonwealth University	2014-07-25	3176418.558
Virginia Commonwealth University	2013-08-10	10316.42
Virginia Commonwealth University	2006-04-25	1425630.108
Virginia Commonwealth University	2011-08-15	409628.943
Virginia Commonwealth University	2008-07-24	355276.492
Virginia Commonwealth University	2010-04-05	1235797.151
Virginia Commonwealth University	2009-05-29	178758.5
Virginia Commonwealth University	2012-02-01	263030.989
Virginia Commonwealth University	2006-07-09	1543.9
Virginia Commonwealth University	2010-09-01	221171.6035
Virginia Commonwealth University	2008-08-23	9762.59
Virginia Commonwealth University	2010-03-26	844277.43
Virginia Commonwealth University	2004-11-30	472.87
Virginia Commonwealth University	2009-09-30	459854.13
Virginia Commonwealth University	2011-04-23	785.86
Virginia Commonwealth University	2006-10-28	48.75
Virginia Commonwealth University	2011-11-28	391800.5933
Virginia Commonwealth University	2010-11-29	118288.05
Virginia Commonwealth University	2006-04-26	236541.814
Virginia Commonwealth University	2012-03-22	475797.4261
Virginia Commonwealth University	2007-06-07	696818.29
Virginia Commonwealth University	2012-08-28	509540.4004
Virginia Commonwealth University	2007-03-05	4740395.949
Virginia Commonwealth University	2011-01-24	219010.8621
Virginia Commonwealth University	2011-01-14	677846.457
Virginia Commonwealth University	2011-12-06	395061.433
Virginia Commonwealth University	2014-08-18	483810.9325
Virginia Commonwealth University	2008-11-18	539491.69
Virginia Commonwealth University	2007-04-11	334665.23
Virginia Commonwealth University	2007-02-12	513348.91
Virginia Commonwealth University	2012-03-15	352212.84
Virginia Commonwealth University	2014-11-14	187282.64
Virginia Commonwealth University	2013-08-01	1100468.79
Virginia Commonwealth University	2012-06-09	1108.21
Virginia Commonwealth University	2006-03-15	609942.83
Virginia Commonwealth University	2008-08-12	1138006.4322
Virginia Commonwealth University	2012-06-27	506933.058
Virginia Commonwealth University	2009-06-07	23870.4005
Virginia Commonwealth University	2010-01-17	13043.448
Virginia Commonwealth University	2010-08-22	148175.96
Virginia Commonwealth University	2013-03-03	904.69
Virginia Commonwealth University	2007-02-17	85.42
Virginia Commonwealth University	2015-01-16	1196308.83
Virginia Commonwealth University	2007-10-24	1216389.35
Virginia Commonwealth University	2010-06-25	1306955.881
Virginia Commonwealth University	2008-05-19	335817.758
Virginia Commonwealth University	2012-02-14	1430267.665
Virginia Commonwealth University	2012-10-17	257413.793
Virginia Commonwealth University	2008-07-14	752376.7946
Virginia Commonwealth University	2011-11-07	271596.19
Virginia Commonwealth University	2011-01-04	327406.94
Virginia Commonwealth University	2009-09-20	46.1
Virginia Commonwealth University	2010-11-04	406891.132
Virginia Commonwealth University	2014-03-15	318.77
Virginia Commonwealth University	2009-02-08	27929.516
Virginia Commonwealth University	2011-06-17	566744.88
Virginia Commonwealth University	2013-03-31	1761.826
Virginia Commonwealth University	2011-11-24	47871.604
Virginia Commonwealth University	2009-09-19	997.22
Virginia Commonwealth University	2012-11-15	946862.34
Virginia Commonwealth University	2006-11-19	339.23
Virginia Commonwealth University	2007-03-20	543440.05
Virginia Commonwealth University	2013-08-26	937385.7162
Virginia Commonwealth University	2011-10-02	11318.383
Virginia Commonwealth University	2012-11-19	312424.425
Virginia Commonwealth University	2005-07-07	241004.64
Virginia Commonwealth University	2012-02-20	431725.629
Virginia Commonwealth University	2014-11-26	194468.341
Virginia Commonwealth University	2015-02-28	1927.47
Virginia Commonwealth University	2009-04-16	2364534.69
Virginia Commonwealth University	2009-06-25	742838.02
Virginia Commonwealth University	2013-11-08	513327.41
Virginia Commonwealth University	2014-11-03	486326.338
Virginia Commonwealth University	2011-02-23	275680.37713
Virginia Commonwealth University	2014-08-14	960139.22
Virginia Commonwealth University	2014-01-24	2566278.79
Virginia Commonwealth University	2006-03-26	278979.27
Virginia Commonwealth University	2005-09-19	2816.02
Virginia Commonwealth University	2006-07-19	181320.086
Virginia Commonwealth University	2009-05-27	234915.015
Virginia Commonwealth University	2014-10-07	187500.07
Virginia Commonwealth University	2011-06-02	486695.34
Virginia Commonwealth University	2012-01-22	27664.426
Virginia Commonwealth University	2014-09-28	25895.02
Virginia Commonwealth University	2011-09-02	244489.05
Virginia Commonwealth University	2014-09-09	1365267.16
Virginia Commonwealth University	2014-12-17	4336995.4824
Virginia Commonwealth University	2008-08-25	344805.72
Virginia Commonwealth University	2012-03-01	324728.378
Virginia Commonwealth University	2014-04-05	5154.55
Virginia Commonwealth University	2009-01-31	278.24
Virginia Commonwealth University	2008-03-11	344171.43
Virginia Commonwealth University	2015-03-25	717811.813
Virginia Commonwealth University	2013-10-19	305.3
Virginia Commonwealth University	2007-06-06	666991.8332
Virginia Commonwealth University	2004-11-19	1060.86
Virginia Commonwealth University	2008-12-22	21892.721
Virginia Commonwealth University	2009-10-23	122053.3
Virginia Commonwealth University	2008-12-09	326889.5
Virginia Commonwealth University	2010-05-16	7116.791
Virginia Commonwealth University	2005-09-15	111587.92
Virginia Commonwealth University	2010-08-07	6329.39
Virginia Commonwealth University	2009-10-05	317830.4
Virginia Commonwealth University	2014-01-26	34363.3661
Virginia Commonwealth University	2009-07-17	548449.184
Virginia Commonwealth University	2012-04-14	50.8
Virginia Commonwealth University	2015-02-15	14434.2646
Virginia Commonwealth University	2008-04-05	5090.7
Virginia Commonwealth University	2007-10-21	7050.68
Virginia Commonwealth University	2006-09-21	278746.76
Virginia Commonwealth University	2006-01-05	325192.266
Virginia Commonwealth University	2013-11-04	425088.89016
Virginia Commonwealth University	2012-04-06	447580.725
Virginia Commonwealth University	2010-08-17	215046.788
Virginia Commonwealth University	2008-08-16	3109.8
Virginia Commonwealth University	2009-04-03	523071.47
Virginia Commonwealth University	2012-12-04	520537.4806
Virginia Commonwealth University	2014-10-29	441579.382
Virginia Commonwealth University	2009-04-11	1066.28
Virginia Commonwealth University	2012-01-05	210797.45
Virginia Commonwealth University	2011-07-28	411516.46
Virginia Commonwealth University	2008-06-23	259911.596
Virginia Commonwealth University	2011-12-19	767297.24
Virginia Commonwealth University	2010-09-12	2487.32
Virginia Commonwealth University	2009-04-17	859938.98
Virginia Commonwealth University	2009-03-30	289048.7808
Virginia Commonwealth University	2014-03-21	653712.47
Virginia Commonwealth University	2007-01-11	116468.646
Virginia Commonwealth University	2012-02-15	377296.4026
Virginia Commonwealth University	2008-08-15	419736.22
Virginia Commonwealth University	2011-04-09	40678.67
Virginia Commonwealth University	2007-12-20	310191.62
Virginia Commonwealth University	2009-12-11	434422.362
Virginia Commonwealth University	2013-11-14	355111.0405
Virginia Commonwealth University	2013-04-21	4809.0708
Virginia Commonwealth University	2006-10-07	838.44
Virginia Commonwealth University	2008-07-15	2652938.24
Virginia Commonwealth University	2013-09-10	746924.72
Virginia Commonwealth University	2013-05-21	441330.15
Virginia Commonwealth University	2015-02-06	598186.32
Virginia Commonwealth University	2009-04-23	1567016.994
Virginia Commonwealth University	2012-03-16	233337.08
Virginia Commonwealth University	2008-08-05	460694.884
Virginia Commonwealth University	2004-11-03	720
Virginia Commonwealth University	2011-02-14	745142.58
Virginia Commonwealth University	2007-10-17	613645.4
Virginia Commonwealth University	2010-07-03	616.77
Virginia Commonwealth University	2013-10-30	433354.265
Virginia Commonwealth University	2010-03-15	308811.189
Virginia Commonwealth University	2011-12-12	388713.086
Virginia Commonwealth University	2009-03-23	286923.3863
Virginia Commonwealth University	2010-08-26	201023.6251
Virginia Commonwealth University	2007-11-07	1838041.347
Virginia Commonwealth University	2012-05-23	125192.323
Virginia Commonwealth University	2006-06-23	515797.72
Virginia Commonwealth University	2013-09-17	1161982.789
Virginia Commonwealth University	2013-05-28	283542.09
Virginia Commonwealth University	2006-05-10	141150.89
Virginia Commonwealth University	2012-05-07	333858.59
Virginia Commonwealth University	2010-01-10	25477.224
Virginia Commonwealth University	2013-06-12	533957.819
Virginia Commonwealth University	2012-12-27	1070.81
Virginia Commonwealth University	2011-10-05	219843.72
Virginia Commonwealth University	2007-12-21	13945.02
Virginia Commonwealth University	2014-11-10	317730.118
Virginia Commonwealth University	2014-01-30	719188.71
Virginia Commonwealth University	2008-10-28	259590.8
Virginia Commonwealth University	2010-05-13	339474.099
Virginia Commonwealth University	2015-03-06	1903505.52
Virginia Commonwealth University	2008-01-26	4301.41
Virginia Commonwealth University	2012-03-17	419.57
Virginia Commonwealth University	2006-11-10	638208.94
Virginia Commonwealth University	2007-06-29	523001.46
Virginia Commonwealth University	2010-05-15	44999.8831
Virginia Commonwealth University	2005-12-19	262212
Virginia Commonwealth University	2012-12-21	219819.2154
Virginia Commonwealth University	2013-09-13	403080.02
Virginia Commonwealth University	2008-01-10	473678.7486
Virginia Commonwealth University	2013-10-25	211381.87
Virginia Commonwealth University	2015-03-08	22691.987
Virginia Commonwealth University	2011-02-11	394193.158
Virginia Commonwealth University	2009-09-16	149688.5256
Virginia Commonwealth University	2007-01-01	1305
Virginia Commonwealth University	2008-02-10	20.87
Virginia Commonwealth University	2012-07-16	1099211.8318
Virginia Commonwealth University	2007-01-25	504899.8153
Virginia Commonwealth University	2008-05-02	360775.94
Virginia Commonwealth University	2014-08-21	789488.33
Virginia Commonwealth University	2008-10-02	3208074.13
Virginia Commonwealth University	2012-01-03	790711.34
Virginia Commonwealth University	2012-08-21	510395.03
Virginia Commonwealth University	2009-04-26	7732.692
Virginia Commonwealth University	2007-06-05	568498.0521
Virginia Commonwealth University	2008-06-15	5349.9
Virginia Commonwealth University	2007-11-11	981.8
Virginia Commonwealth University	2010-05-06	813058.3
Virginia Commonwealth University	2014-03-30	14334.738
Virginia Commonwealth University	2013-12-15	70866.8
Virginia Commonwealth University	2015-01-31	6038.17
Virginia Commonwealth University	2011-11-09	746117.185
Virginia Commonwealth University	2008-02-22	257372.97
Virginia Commonwealth University	2010-12-31	27.5
Virginia Commonwealth University	2006-04-07	398502.67
Virginia Commonwealth University	2013-04-07	2537.088
Virginia Commonwealth University	2012-01-12	657358.242
City of Richmond Schools	2007-10-18	323851
Virginia Commonwealth University	2007-07-11	253651.99
Virginia Commonwealth University	2014-12-04	1005702.283
Virginia Commonwealth University	2012-06-28	616784.53
Virginia Commonwealth University	2008-12-12	134727.33
Virginia Commonwealth University	2012-05-13	66996.07
Virginia Commonwealth University	2009-01-24	4362.9679
Virginia Commonwealth University	2012-10-04	327560.49
Virginia Commonwealth University	2014-11-22	871.48
Virginia Commonwealth University	2012-06-22	2383074.76
Virginia Commonwealth University	2011-05-19	399259.84
Virginia Commonwealth University	2006-07-31	91779.876
Virginia Commonwealth University	2010-02-20	11624.9926
Virginia Commonwealth University	2014-07-05	1120
Virginia Commonwealth University	2005-08-23	148292.41
Virginia Commonwealth University	2014-06-22	330673.711
Virginia Commonwealth University	2008-08-27	647154.83
Virginia Commonwealth University	2005-07-15	441820.74
Virginia Commonwealth University	2008-01-09	501373.2
Virginia Commonwealth University	2009-06-28	105796.524
Virginia Commonwealth University	2006-08-17	199429.5162
Virginia Commonwealth University	2009-05-09	8508.11
Virginia Commonwealth University	2006-09-15	347520.755
Virginia Commonwealth University	2011-11-30	342318.631
Virginia Commonwealth University	2012-09-28	159024.09
Virginia Commonwealth University	2006-09-02	1153.57
Virginia Commonwealth University	2013-09-05	250018.017
Virginia Commonwealth University	2013-10-06	4578.718
Virginia Commonwealth University	2009-06-21	55956.9646
Virginia Commonwealth University	2007-09-29	888.49
Virginia Commonwealth University	2007-12-27	17274.98
Virginia Commonwealth University	2011-04-20	170323.357
Virginia Commonwealth University	2011-10-16	678220.0318
Virginia Commonwealth University	2014-12-09	801451.544
Virginia Commonwealth University	2013-06-21	1377608.91
Virginia Commonwealth University	2014-10-22	1385930.53
Virginia Commonwealth University	2006-06-08	126229.4
Virginia Commonwealth University	2009-07-07	961657.7362
Virginia Commonwealth University	2013-10-29	672556.54
Virginia Commonwealth University	2011-02-03	1058308.0624
Virginia Commonwealth University	2014-02-06	1311635.62
Virginia Commonwealth University	2010-02-25	459812.8847
Virginia Commonwealth University	2005-10-21	1096288.5
Virginia Commonwealth University	2014-12-10	800790.513
Virginia Commonwealth University	2013-04-25	324313.6099
Virginia Commonwealth University	2014-07-21	1440608.52
Virginia Commonwealth University	2009-03-13	306514.65
Virginia Commonwealth University	2010-12-16	660073.2234
Virginia Commonwealth University	2014-03-20	961968.513
Virginia Commonwealth University	2012-06-01	731388.9902
Virginia Commonwealth University	2013-06-24	431375.774
Virginia Commonwealth University	2006-03-17	312885.49
Virginia Commonwealth University	2011-08-21	13253.07
Virginia Commonwealth University	2008-10-24	198320.853
Virginia Commonwealth University	2005-08-24	818667.6836
Virginia Commonwealth University	2014-03-10	457118.063
Virginia Commonwealth University	2010-07-21	623688.558
Virginia Commonwealth University	2011-04-26	573983.13
Virginia Commonwealth University	2013-05-07	185822.93
Virginia Commonwealth University	2007-07-31	356977.063
Virginia Commonwealth University	2009-05-28	634590.635
Virginia Commonwealth University	2007-12-10	155752.83
Virginia Commonwealth University	2010-12-05	563.22
Virginia Commonwealth University	2015-03-23	331481.287
Virginia Commonwealth University	2007-02-09	388749.28
Virginia Commonwealth University	2010-07-09	870583.8563
Virginia Commonwealth University	2008-04-25	377315.41
Virginia Commonwealth University	2011-01-22	1164
Virginia Commonwealth University	2011-12-05	405570.44
Virginia Commonwealth University	2010-03-14	13072.096
Virginia Commonwealth University	2013-08-25	13714.445
Virginia Commonwealth University	2012-11-01	494307.808
Virginia Commonwealth University	2010-04-20	477898.8956
Virginia Commonwealth University	2010-01-11	491013.154
Virginia Commonwealth University	2008-11-02	23881.608
Virginia Commonwealth University	2014-12-14	11560.9873
Virginia Commonwealth University	2011-05-02	389979.3144
Virginia Commonwealth University	2013-11-29	1843.7
Virginia Commonwealth University	2010-01-09	4962.0216
Virginia Commonwealth University	2014-03-09	52890.993
Virginia Commonwealth University	2010-01-12	268009.3315
Virginia Commonwealth University	2006-12-20	2141648.34
Virginia Commonwealth University	2012-11-05	1597576.7352
Virginia Commonwealth University	2014-09-20	36508.03
Virginia Commonwealth University	2013-06-02	321181.415
Virginia Commonwealth University	2005-08-30	427841.3638
Virginia Commonwealth University	2006-02-04	404085.53
Virginia Commonwealth University	2011-04-12	616318.423
Virginia Commonwealth University	2008-08-22	169102.78
Virginia Commonwealth University	2012-04-23	667311.384
Virginia Commonwealth University	2006-11-17	1401991.969
Virginia Commonwealth University	2012-02-23	952449.851
Virginia Commonwealth University	2012-04-21	13413.1
Virginia Commonwealth University	2011-03-15	3350328.4863
Virginia Commonwealth University	2014-09-22	465629.73
Virginia Commonwealth University	2012-05-20	5152.03
Virginia Commonwealth University	2007-03-31	1005.13
Virginia Commonwealth University	2009-04-21	1026019.077
Virginia Commonwealth University	2010-08-10	547012.6345
Virginia Commonwealth University	2009-01-18	11556.18
Virginia Commonwealth University	2010-07-23	131371.935
Virginia Commonwealth University	2009-11-20	213950.52
Virginia Commonwealth University	2011-05-13	3545798.22
Virginia Commonwealth University	2007-06-28	582124.7392
Virginia Commonwealth University	2011-02-18	232860.34
Virginia Commonwealth University	2012-05-03	911604.7071
Virginia Commonwealth University	2013-08-07	737039.68
Virginia Commonwealth University	2011-05-05	562472.01238
Virginia Commonwealth University	2014-07-06	197588.161
Virginia Commonwealth University	2014-06-02	1427043.061
Virginia Commonwealth University	2006-06-09	288145.249
Virginia Commonwealth University	2015-01-12	3896393.892
Virginia Commonwealth University	2011-06-21	2585461.3805
Virginia Commonwealth University	2013-11-09	530.51
Virginia Commonwealth University	2012-07-12	6812307
Virginia Commonwealth University	2014-09-07	109716.805
Virginia Commonwealth University	2012-11-29	414166.354
Virginia Commonwealth University	2010-10-19	187243.5045
Virginia Commonwealth University	2005-11-30	1510930.2
Virginia Commonwealth University	2014-11-19	2084684.574
Virginia Commonwealth University	2007-05-19	3339
Virginia Commonwealth University	2012-10-27	80
Virginia Commonwealth University	2009-03-25	406315.97
Virginia Commonwealth University	2013-01-04	937642.45
Virginia Commonwealth University	2008-06-11	512081.61
Virginia Commonwealth University	2010-07-01	93454.27
Virginia Commonwealth University	2013-05-03	636477.85
Virginia Commonwealth University	2014-05-28	18605913.865
Virginia Commonwealth University	2011-01-31	246342.656
Virginia Commonwealth University	2014-05-02	87122.38
Virginia Commonwealth University	2011-04-06	555736.39
Virginia Commonwealth University	2006-06-07	510469.91
Virginia Commonwealth University	2009-11-24	281821.5277
Virginia Commonwealth University	2014-01-10	463716.46
City of Richmond Schools	2014-06-26	97650
Virginia Commonwealth University	2008-06-07	3425.37
Virginia Commonwealth University	2011-05-26	325571.41
Virginia Commonwealth University	2007-06-15	798325.4
Virginia Commonwealth University	2007-09-27	298223.73
Virginia Commonwealth University	2007-11-02	319599.2
Virginia Commonwealth University	2009-04-15	298892.388
Virginia Commonwealth University	2006-04-17	3735
Virginia Commonwealth University	2013-07-16	1523174.49
Virginia Commonwealth University	2012-09-12	581114.065
Virginia Commonwealth University	2010-01-18	12794.44
Virginia Commonwealth University	2009-01-08	738996.836
Virginia Commonwealth University	2014-02-21	518952.45
Virginia Commonwealth University	2006-09-12	138852.767
Virginia Commonwealth University	2009-06-12	1677023.51
Virginia Commonwealth University	2007-02-27	537610.094
Virginia Commonwealth University	2015-01-30	4689332.83
City of Richmond Schools	2008-06-17	138810
Virginia Commonwealth University	2007-05-03	429358.84
Virginia Commonwealth University	2008-09-13	449
Virginia Commonwealth University	2015-02-03	634703.303
Virginia Commonwealth University	2009-07-01	514218.37
Virginia Commonwealth University	2007-04-13	366090.25
Virginia Commonwealth University	2010-07-17	2830.07
Virginia Commonwealth University	2011-02-26	365.47
Virginia Commonwealth University	2006-08-21	351139.01
Virginia Commonwealth University	2009-10-28	197467.829
Virginia Commonwealth University	2014-01-07	7519610.341
Virginia Commonwealth University	2009-12-15	1182514.77
Virginia Commonwealth University	2014-08-22	559944.75
Virginia Commonwealth University	2011-01-06	2253181.491
Virginia Commonwealth University	2008-03-14	748200.526
Virginia Commonwealth University	2008-11-27	54613.8311
Virginia Commonwealth University	2012-04-22	27033.41
Virginia Commonwealth University	2006-07-20	443200.43
Virginia Commonwealth University	2007-09-11	166096.91
Virginia Commonwealth University	2012-03-05	464382.279
